Sentence,File_Name,Parse_Tree,Processed_Tree,Chunks,Highlight
"Furthermore, ionomers, which are typically mixed with Ir nano- particles for enhancing ionic conductivity in OER electrodes, may reduce the direct contact between the catalytic surface and reactants and also interfere with ef?",cleaned_Fulltext_Highly efficient.txt,"(ROOT (S (ADVP (RB Furthermore)) (, ,) (NP (NP (NNS ionomers)) (, ,) (SBAR (WHNP (WDT which)) (S (VP (VBP are) (ADVP (RB typically)) (ADJP (VBN mixed) (PP (IN with) (NP (NP (NN Ir) (NN nano-) (NNS particles)) (PP (IN for) (S (VP (VBG enhancing) (NP (JJ ionic) (NN conductivity)) (PP (IN in) (NP (NN OER) (NNS electrodes)))))))))))) (, ,)) (VP (MD may) (VP (VP (VB reduce) (NP (NP (DT the) (JJ direct) (NN contact)) (PP (IN between) (NP (DT the) (JJ catalytic) (NN surface) (CC and) (NNS reactants))))) (CC and) (ADVP (RB also)) (VP (VB interfere) (PP (IN with) (NP (NN ef)))))) (. ?)))","(S (ADVP (RB Furthermore)) (, ,) (NP (NP (NNS ionomers)) (, ,) (SBAR (WHNP (WDT which)) ","Furthermore,ionomers,which",0
cient transport of the generated gas.,cleaned_Fulltext_Highly efficient.txt,(ROOT (NP (NP (JJ cient) (NN transport)) (PP (IN of) (NP (DT the) (VBN generated) (NN gas))) (. .))),(ROOT (NP (NP (JJ cient) (NN transport)) (PP (IN of) (NP (DT the) (VBN generated) (NN gas))) (. .))),cient transport of the generated gas.,0
"Taking all of these factors into account, to maximize catalytic performance, we hypothesize that an ideal OER electrode should simultaneously provide ef?",cleaned_Fulltext_Highly efficient.txt,"(ROOT (S (S (VP (VBG Taking) (NP (NP (DT all)) (PP (IN of) (NP (DT these) (NNS factors)))) (PP (IN into) (NP (NN account))))) (, ,) (S (VP (TO to) (VP (VB maximize) (NP (JJ catalytic) (NN performance))))) (, ,) (NP (PRP we)) (VP (VBP hypothesize) (SBAR (IN that) (S (NP (DT an) (JJ ideal) (NNP OER) (NN electrode)) (VP (MD should) (ADVP (RB simultaneously)) (VP (VB provide) (NP (NN ef))))))) (. ?)))","(S (VP (VBG Taking) (NP (NP (DT all)) (PP (IN of) (NP (DT these) (NNS factors)))) (PP (IN into) (NP (NN account))))) (, ,) ","Taking all of these factors into account,",1
"cient utilization of a large surface area per loading amount of catalytic material, well- de?ned pore structures for highly ef?",cleaned_Fulltext_Highly efficient.txt,"(ROOT (NP (NP (JJ cient) (NN utilization)) (PP (IN of) (NP (NP (NP (DT a) (JJ large) (NN surface) (NN area)) (PP (IN per) (NP (NP (NN loading) (NN amount)) (PP (IN of) (NP (JJ catalytic) (NN material)))))) (, ,) (NP (NP (ADJP (RB well) (HYPH -) (JJ de?ned)) (NN pore) (NNS structures)) (PP (IN for) (ADJP (RB highly) (UH ef)))))) (. ?)))","(ROOT (NP (NP (JJ cient) (NN utilization)) (PP (IN of) (NP (NP (NP (DT a) (JJ large) (NN surface) (NN area)) (PP (IN per) (NP (NP (NN loading) (NN amount)) (PP (IN of) (NP (JJ catalytic) (NN material)))))) (, ,) (NP (NP (ADJP (RB well) (HYPH -) (JJ de?ned)) (NN pore) (NNS structures)) (PP (IN for) (ADJP (RB highly) (UH ef)))))) (. ?)))","cient utilization of a large surface area per loading amount of catalytic material,well-de?ned pore structures for highly ef.?",1
"cient transport of evolved gas species, long-range connectivity of building blocks for high electronic conductivity, and capability of ionomer-free operation.",cleaned_Fulltext_Highly efficient.txt,"(ROOT (NP (NP (JJ cient) (NN transport)) (PP (IN of) (NP (NP (VBN evolved) (NN gas) (NNS species)) (, ,) (NP (NP (NML (JJ long) (HYPH -) (NN range)) (NN connectivity)) (PP (IN of) (NP (NN building) (NNS blocks))) (PP (IN for) (NP (JJ high) (JJ electronic) (NN conductivity)))) (, ,) (CC and) (NP (NP (NN capability)) (PP (IN of) (NP (ADJP (NN ionomer) (HYPH -) (JJ free)) (NN operation)))))) (. .)))","(ROOT (NP (NP (JJ cient) (NN transport)) (PP (IN of) (NP (NP (VBN evolved) (NN gas) (NNS species)) (, ,) (NP (NP (NML (JJ long) (HYPH -) (NN range)) (NN connectivity)) (PP (IN of) (NP (NN building) (NNS blocks))) (PP (IN for) (NP (JJ high) (JJ electronic) (NN conductivity)))) (, ,) (CC and) (NP (NP (NN capability)) (PP (IN of) (NP (ADJP (NN ionomer) (HYPH -) (JJ free)) (NN operation)))))) (. .)))","cient transport of evolved gas species, long-range connectivity of building blocks for high electronic conductivity,and capability of ionomer-free operation.",1
Although these requirements can be partially satis?,cleaned_Fulltext_Highly efficient.txt,(ROOT (SBAR (IN Although) (S (NP (DT these) (NNS requirements)) (VP (MD can) (VP (VB be) (ADJP (RB partially) (JJ satis))))) (. ?))),(ROOT (SBAR (IN Although),Although,0
"ed by the above-mentioned catalyst nanostructures, where the water electrolyte can contribute to ionic conductance over a short distance even in the absence of ionomers, it is dif?",cleaned_Fulltext_Highly efficient.txt,"(ROOT (S (S (ADJP (NNP ed) (PP (IN by) (NP (NP (DT the) (ADJP (RB above) (HYPH -) (VBN mentioned)) (NN catalyst) (NNS nanostructures)) (, ,) (SBAR (WHADVP (WRB where)) (S (NP (DT the) (NN water) (NN electrolyte)) (VP (MD can) (VP (VB contribute) (PP (IN to) (NP (JJ ionic) (NN conductance))) (PP (IN over) (NP (DT a) (JJ short) (NN distance))) (PP (ADVP (RB even)) (IN in) (NP (NP (DT the) (NN absence)) (PP (IN of) (NP (NNS ionomers))))))))))))) (, ,) (NP (PRP it)) (VP (VBZ is) (ADJP (JJ dif))) (. ?)))","(S (ADJP (NNP ed) (PP (IN by) (NP (NP (DT the) (ADJP (RB above) (HYPH -) (VBN mentioned)) (NN catalyst) (NNS nanostructures)) (, ,) (SBAR (WHADVP (WRB where)) ","ed by the above-mentioned catalyst nanostructures,where",0
cult to ?nd a prior art that demonstrates extensive 3D geometric controllability to deduce practical and universal design rules for high- performance OER catalysts.,cleaned_Fulltext_Highly efficient.txt,(ROOT (FRAG (NP (NN cult) (S (VP (TO to)))) (. ?) (UH nd) (NP (NP (DT a) (JJ prior) (NN art)) (SBAR (WHNP (WDT that)) (S (VP (VBZ demonstrates) (NP (JJ extensive) (NN 3D) (JJ geometric) (NN controllability)) (S (VP (TO to) (VP (VB deduce) (NP (NP (ADJP (JJ practical) (CC and) (JJ universal)) (NN design) (NNS rules)) (PP (IN for) (NP (NML (JJ high) (HYPH -) (NN performance)) (NN OER) (NNS catalysts))))))))))) (. .))),(ROOT (FRAG (NP (NN cult),cult,0
"Here, we report that 3D-geometry-controlled",cleaned_Fulltext_Highly efficient.txt,"(ROOT (S (ADVP (RB Here)) (, ,) (NP (PRP we)) (VP (VBP report) (SBAR (IN that) (FRAG (ADJP (NP (NN 3D) (HYPH -) (NN geometry)) (HYPH -) (VBN controlled)))))))","(S (ADVP (RB Here)) (, ,) (NP (PRP we)) (VP (VBP report) (SBAR (IN that) (FRAG (ADJP (NP (NN 3D) (HYPH -) (NN geometry)) (HYPH -) (VBN controlled)))))))","Here,we report that 3D-geometry-controlled",0
Ir catalysts with a woodpile structure suggest a new direction for the OER electrocatalysts to improve the PEMWE performance.,cleaned_Fulltext_Highly efficient.txt,(ROOT (S (NP (NP (JJ Ir) (NNS catalysts)) (PP (IN with) (NP (DT a) (NN woodpile) (NN structure)))) (VP (VBP suggest) (NP (NP (DT a) (JJ new) (NN direction)) (SBAR (IN for) (S (NP (DT the) (NNP OER) (NNS electrocatalysts)) (VP (TO to) (VP (VB improve) (NP (DT the) (NN PEMWE) (NN performance)))))))) (. .))),(S (NP (NP (JJ Ir) (NNS catalysts)) (PP (IN with) (NP (DT a) (NN woodpile) (NN structure)))) (VP (VBP suggest) (NP (NP (DT a) (JJ new) (NN direction)) (SBAR (IN for),Ir catalysts with a woodpile structure suggest a new direction for,0
"The WP structure is attained by systematic engineering of NW building blocks and 3D geometry, which is carried out via ultrahigh- resolution nanotransfer printing.",cleaned_Fulltext_Highly efficient.txt,"(ROOT (S (NP (DT The) (NNP WP) (NN structure)) (VP (VBZ is) (VP (VBN attained) (PP (IN by) (NP (NP (JJ systematic) (NN engineering)) (PP (IN of) (NP (NP (NP (NNP NW) (NN building) (NNS blocks)) (CC and) (NP (NN 3D) (NN geometry))) (, ,) (SBAR (WHNP (WDT which)) (S (VP (VBZ is) (VP (VBN carried) (PRT (RP out)) (PP (IN via) (NP (NML (JJ ultrahigh) (HYPH -) (NN resolution)) (NN nanotransfer) (NN printing))))))))))))) (. .)))","(S (NP (DT The) (NNP WP) (NN structure)) (VP (VBZ is) (VP (VBN attained) (PP (IN by) (NP (NP (JJ systematic) (NN engineering)) (PP (IN of) (NP (NP (NP (NNP NW) (NN building) (NNS blocks)) (CC and) (NP (NN 3D) (NN geometry))) (, ,) (SBAR (WHNP (WDT which)) ","The structure is attained by systematic engineering of NW building blocks and 3D geometry,which",0
The extensive controllability of the fabrication method enabled control of the NW-to-NW spacing and layer-to-layer alignment angles in the WP nanostructure.,cleaned_Fulltext_Highly efficient.txt,(ROOT (S (NP (NP (DT The) (JJ extensive) (NN controllability)) (PP (IN of) (NP (DT the) (NN fabrication) (NN method)))) (VP (VBD enabled) (NP (NP (NN control)) (PP (IN of) (NP (NP (DT the) (NML (NML (NNP NW)) (HYPH -) (PP (IN to) (HYPH -) (NP (NNP NW)))) (NML (NML (NN spacing)) (CC and) (NML (NML (NML (NN layer)) (HYPH -) (PP (IN to) (HYPH -) (NP (NN layer)))) (NN alignment))) (NNS angles)) (PP (IN in) (NP (DT the) (NN WP) (NN nanostructure))))))) (. .))),(S (NP (NP (DT The) (JJ extensive) (NN controllability)) (PP (IN of) (NP (DT the) (NN fabrication) (NN method)))) (VP (VBD enabled) (NP (NP (NN control)) (PP (IN of) (NP (NP (DT the) (NML (NML (NNP NW)) (HYPH -) (PP (IN to) (HYPH -) (NP (NNP NW)))) (NML (NML (NN spacing)) (CC and) (NML (NML (NML (NN layer)) (HYPH -) (PP (IN to) (HYPH -) (NP (NN layer)))) (NN alignment))) (NNS angles)) (PP (IN in) (NP (DT the) (NN WP) (NN nanostructure))))))) (. .))),The extensive controllability of the fabrication method enabled control of the  NW-to-NW  spacing and  layer-to-layer alignment angles in the nanostructure.,1
"With this capability, we reveal that the simultaneous improvements of ECSA and ECSA-speci?c activity result from uniform access of water reactants to the catalytic surface and easy transport and removal of evolved oxygen gas products through the well-de?ned pore channels, which is supported by the extensive control of 3D geometry and the scanning electro- chemical microscopy analysis data combined with micro?",cleaned_Fulltext_Highly efficient.txt,"(ROOT (S (PP (IN With) (NP (DT this) (NN capability))) (, ,) (NP (PRP we)) (VP (VBP reveal) (SBAR (IN that) (S (NP (NP (DT the) (JJ simultaneous) (NNS improvements)) (PP (IN of) (NP (NP (NN ECSA)) (CC and) (NP (NML (NN ECSA) (HYPH -) (NN speci?c)) (NN activity))))) (VP (VBP result) (PP (IN from) (NP (NP (NP (JJ uniform) (NN access)) (PP (IN of) (NP (NN water) (NNS reactants))) (PP (IN to) (NP (DT the) (JJ catalytic) (NN surface)))) (CC and) (NP (NP (JJ easy) (NN transport) (CC and) (NN removal)) (PP (IN of) (NP (VBN evolved) (NML (NN oxygen) (NN gas)) (NNS products))) (PP (IN through) (NP (NP (DT the) (NML (RB well) (HYPH -) (NN de?)) (NN ned) (NN pore) (NNS channels)) (, ,) (SBAR (WHNP (WDT which)) (S (VP (VBZ is) (VP (VBN supported) (PP (IN by) (NP (NP (DT the) (JJ extensive) (NN control)) (PP (IN of) (NP (NP (NN 3D) (NN geometry)) (CC and) (NP (NP (DT the) (NN scanning) (NN electro-) (NML (NML (JJ chemical) (NN microscopy)) (NN analysis)) (NNS data)) (VP (VBN combined) (PP (IN with) (NP (NN micro)))))))))))))))))))))) (. ?)))","(S (PP (IN With) (NP (DT this) (NN capability))) (, ,) (NP (PRP we)) (VP (VBP reveal) (SBAR (IN that) ","With this capability,we reveal that",1
uidic calculations.,cleaned_Fulltext_Highly efficient.txt,(ROOT (NP (JJ uidic) (NNS calculations) (. .))),(ROOT (NP (JJ uidic) (NNS calculations) (. .))),uidic calculations.,0
"Without any alteration of crystallographic structures or oxidation states, WP-structured Ir catalysts achieve a high mass activity value of 140 A/mg in a single-cell PEMWE, which is 30 times higher than that of the state-of-the-art commercial Ir nanoparticle catalysts .",cleaned_Fulltext_Highly efficient.txt,"(ROOT (S (PP (IN Without) (NP (NP (DT any) (NN alteration)) (PP (IN of) (NP (NP (JJ crystallographic) (NNS structures)) (CC or) (NP (NN oxidation) (NNS states)))))) (, ,) (NP (ADJP (NNP WP) (HYPH -) (VBN structured)) (NN Ir) (NNS catalysts)) (VP (VBP achieve) (NP (NP (DT a) (JJ high) (NML (NN mass) (NN activity)) (NN value)) (PP (IN of) (NP (NP (NP (CD 140) (NN A) (SYM /) (NNS mg)) (PP (IN in) (NP (DT a) (NML (JJ single) (HYPH -) (NN cell)) (NN PEMWE)))) (, ,) (SBAR (WHNP (WDT which)) (S (VP (VBZ is) (ADJP (ADJP (QP (CD 30) (NNS times)) (JJR higher)) (PP (IN than) (NP (NP (DT that)) (PP (IN of) (NP (DT the) (NML (NML (NML (NML (NN state)) (HYPH -) (PP (IN of) (HYPH -) (NP (DT the) (HYPH -) (NN art)))) (JJ commercial)) (NN Ir) (NN nanoparticle)) (NNS catalysts))))))))))))) (. .)))","(S (PP (IN Without) (NP (NP (DT any) (NN alteration)) (PP (IN of) (NP (NP (JJ crystallographic) (NNS structures)) (CC or) (NP (NN oxidation) (NNS states)))))) (, ,) (NP (ADJP (NNP WP) (HYPH -) (VBN structured)) (NN Ir) (NNS catalysts)) (VP (VBP achieve) (NP (NP (DT a) (JJ high) (NML (NN mass) (NN activity)) (NN value)) (PP (IN of) (NP (NP (NP (CD 140) (NN A) (SYM /) (NNS mg)) (PP (IN in) (NP (DT a) (NML (JJ single) (HYPH -) (NN cell)) (NN PEMWE)))) (, ,) (SBAR (WHNP (WDT which)) ","Without any alteration of crystallographic structures or oxidation states,-structured Ir catalysts achieve a high  mass activity value of 140 A/mg in a  single-cell PEMWE,which",0
Fabrication and characterization of WP-structured Ir catalysts.,cleaned_Fulltext_Highly efficient.txt,(ROOT (NP (NP (NN Fabrication) (CC and) (NN characterization)) (PP (IN of) (NP (ADJP (NNP WP) (HYPH -) (VBN structured)) (NN Ir) (NNS catalysts))) (. .))),(ROOT (NP (NP (NN Fabrication) (CC and) (NN characterization)) (PP (IN of) (NP (ADJP (NNP WP) (HYPH -) (VBN structured)) (NN Ir) (NNS catalysts))) (. .))),Fabrication and characterization of-structured Ir catalysts.,0
"We fabricated 3D WP-structured Ir electrocatalysts with stacking 1D NW arrays processed by solvent-assisted nano- transfer printing , as illustrated in Fig. 1b.",cleaned_Fulltext_Highly efficient.txt,"(ROOT (S (NP (PRP We)) (VP (VBD fabricated) (NP (NN 3D) (ADJP (NN WP) (HYPH -) (VBN structured)) (NN Ir) (NNS electrocatalysts)) (PP (IN with) (S (VP (VBG stacking) (NP (NP (NP (NNP 1D) (NNP NW) (NNS arrays)) (VP (VBN processed) (PP (IN by) (NP (ADJP (NN solvent) (HYPH -) (VBN assisted)) (NN nano-) (NN transfer) (NN printing))))) (, ,) (SBAR (IN as) (S (VP (VBN illustrated) (PP (IN in) (NP (NN Fig.) (CD 1) (NN b))))))))))) (. .)))",(S (NP (PRP We)) (VP (VBD fabricated) (NP (NN 3D) (ADJP (NN WP) (HYPH -) (VBN structured)) (NN Ir) (NNS electrocatalysts)) (PP (IN with),We fabricated 3D-structured Ir electrocatalysts with,1
More detailed principles of S-nTP are described in our previous paper.,cleaned_Fulltext_Highly efficient.txt,(ROOT (S (NP (NP (ADJP (RBR More) (JJ detailed)) (NNS principles)) (PP (IN of) (NP (JJ S-) (NN nTP)))) (VP (VBP are) (VP (VBN described) (PP (IN in) (NP (PRP$ our) (JJ previous) (NN paper))))) (. .))),(S (NP (NP (ADJP (RBR More) (JJ detailed)) (NNS principles)) (PP (IN of) (NP (JJ S-) (NN nTP)))) (VP (VBP are) (VP (VBN described) (PP (IN in) (NP (PRP$ our) (JJ previous) (NN paper))))) (. .))),More detailed principles of-nTP are described in our previous paper.,0
"With the S-nTP process, highly ordered NW arrays can be printed on a macroscopic area with controlled size and orientation of NWs.",cleaned_Fulltext_Highly efficient.txt,"(ROOT (S (SBAR (IN With) (FRAG (NP (DT the) (NML (NNP S) (HYPH -) (NN nTP)) (NN process)))) (, ,) (NP (ADJP (RB highly) (VBN ordered)) (NNP NW) (NNS arrays)) (VP (MD can) (VP (VB be) (VP (VBN printed) (PP (IN on) (NP (NP (DT a) (JJ macroscopic) (NN area)) (PP (IN with) (NP (NP (VBN controlled) (NN size)) (CC and) (NP (NP (NN orientation)) (PP (IN of) (NP (NNS NWs))))))))))) (. .)))","(S (SBAR (IN With) (FRAG (NP (DT the) (NML (NNP S) (HYPH -) (NN nTP)) (NN process)))) (, ,) (NP (ADJP (RB highly) (VBN ordered)) (NNP NW) (NNS arrays)) (VP (MD can) (VP (VB be) (VP (VBN printed) (PP (IN on) (NP (NP (DT a) (JJ macroscopic) (NN area)) (PP (IN with) (NP (NP (VBN controlled) (NN size)) (CC and) (NP (NP (NN orientation)) (PP (IN of) (NP (NNS NWs))))))))))) (. .)))","With the -nTP process,highly ordered NW arrays can be printed on a macroscopic area with controlled size and orientation of NWs.",0
WP-structured Ir was designed to contain well-de?ned macropores at the inter-wire space with linkage to the inter-layer mesopores .,cleaned_Fulltext_Highly efficient.txt,(ROOT (ADJP (NNP WP) (HYPH -) (VBN structured))),(ROOT (ADJP (NNP WP) (HYPH -) (VBN structured))),-structured,0
Figure 1ce presents the basic building blocks of Ir NWs labeled after the periodicity of the NW arrays.,cleaned_Fulltext_Highly efficient.txt,(ROOT (S (NP (NNP Figure) (NNP 1ce)) (VP (VBZ presents) (NP (NP (NP (DT the) (JJ basic) (NN building) (NNS blocks)) (PP (IN of) (NP (NNP Ir) (NNS NWs)))) (VP (VBN labeled) (PP (IN after) (NP (NP (DT the) (NN periodicity)) (PP (IN of) (NP (DT the) (NNP NW) (NNS arrays)))))))) (. .))),(S (NP (NNP Figure) (NNP 1ce)) (VP (VBZ presents) (NP (NP (NP (DT the) (JJ basic) (NN building) (NNS blocks)) (PP (IN of) (NP (NNP Ir) (NNS NWs)))) (VP (VBN labeled) (PP (IN after) (NP (NP (DT the) (NN periodicity)) (PP (IN of) (NP (DT the) (NNP NW) (NNS arrays)))))))) (. .))),Figure 1ce presents the basic building blocks of Ir NWs labeled after the periodicity of the NW arrays.,0
"Furthermore, the 3D geometry can be tuned using the same building blocks.",cleaned_Fulltext_Highly efficient.txt,"(ROOT (S (ADVP (RB Furthermore)) (, ,) (NP (DT the) (NN 3D) (NN geometry)) (VP (MD can) (VP (VB be) (VP (VBN tuned) (S (VP (VBG using) (NP (DT the) (JJ same) (NN building) (NNS blocks))))))) (. .)))","(S (ADVP (RB Furthermore)) (, ,) (NP (DT the) (NN 3D) (NN geometry)) (VP (MD can) (VP (VB be) (VP (VBN tuned) ","Furthermore,the 3D geometry can be tuned",0
"For example, NWs having a WP structure can be stacked perpendicularly into two layers and ten layers , or a parallel woodpile structure .",cleaned_Fulltext_Highly efficient.txt,"(ROOT (S (PP (IN For) (NP (NN example))) (, ,) (NP (NP (NNP NWs)) (VP (VBG having) (NP (DT a) (NN WP) (NN structure)))) (VP (MD can) (VP (VB be) (VP (VBN stacked) (ADVP (RB perpendicularly)) (PP (IN into) (NP (NP (NP (CD two) (NNS layers)) (CC and) (NP (CD ten) (NNS layers))) (, ,) (CC or) (NP (DT a) (JJ parallel) (NN woodpile) (NN structure))))))) (. .)))","(S (PP (IN For) (NP (NN example))) (, ,) (NP (NP (NNP NWs)) (VP (VBG having) (NP (DT a) (NN WP) (NN structure)))) (VP (MD can) (VP (VB be) (VP (VBN stacked) (ADVP (RB perpendicularly)) (PP (IN into) (NP (NP (NP (CD two) (NNS layers)) (CC and) (NP (CD ten) (NNS layers))) (, ,) (CC or) (NP (DT a) (JJ parallel) (NN woodpile) (NN structure))))))) (. .)))","For example,NWs having a structure can be stacked perpendicularly into two layers and ten layers,or a parallel woodpile structure.",0
The extensive controllability in the structure of highly ordered NW array stacks was expected to contribute to clari?,cleaned_Fulltext_Highly efficient.txt,(ROOT (S (NP (NP (DT The) (JJ extensive) (NN controllability)) (PP (IN in) (NP (NP (DT the) (NN structure)) (PP (IN of) (NP (ADJP (RB highly) (VBN ordered)) (NML (NNP NW) (NN array)) (NNS stacks)))))) (VP (VBD was) (VP (VBN expected) (S (VP (TO to) (VP (VB contribute) (PP (IN to) (NP (NN clari)))))))) (. ?))),(S (NP (NP (DT The) (JJ extensive) (NN controllability)) (PP (IN in) (NP (NP (DT the) (NN structure)) (PP (IN of) (NP (ADJP (RB highly) (VBN ordered)) (NML (NNP NW) (NN array)) (NNS stacks)))))) (VP (VBD was) (VP (VBN expected),The extensive controllability in the structure of highly ordered  NW array stacks was expected,0
